	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000

